chromosome,coordinate,cn
1,7550001,-0.023191681
1,7600001,-0.016477156
1,7650001,0.024980612
1,7700001,-0.05043991
1,7750001,0.210757611
1,7800001,0.146523245
1,7850001,0.055941209
1,7900001,-0.04127186
1,7950001,0.115952033
1,8000001,-0.069218019
1,8050001,-0.090494376
1,8100001,0.020429834
1,8150001,-0.032812336
1,8200001,0.044209901
1,8250001,-0.024269393
1,8300001,0.006797769
1,8350001,-0.149643039
1,8400001,-0.105468555
1,8450001,0.029076383
1,8500001,-0.013043331
1,8550001,-0.071321049
1,8600001,0.05200298
1,8650001,0.071631598
1,8700001,-0.030310162
1,8750001,-0.159034968
1,8800001,-0.02164096
1,8850001,-0.031069917
1,8950001,0.12228563
1,9000001,0.028452135
1,9050001,-0.097121591
1,9100001,-0.025634087
1,9150001,-0.087823255
1,9200001,-0.123669588
1,9250001,-0.094897889
1,9300001,0.067900207
1,9350001,0.000133107
1,9400001,0.189194425
1,9450001,-0.106323422
1,9500001,-0.060472237
1,9600001,0.062559191
1,9650001,0.175204123
1,9700001,0.032777094
1,9750001,0.095617679
1,9800001,0.190689367
1,9850001,0.07103342
1,9900001,0.013634933
1,9950001,-0.02492244
1,10000001,0.112692969
1,10050001,0.123575969
1,10100001,0.046856518
1,10150001,-0.051996269
1,10200001,0.092389534
1,10250001,-0.014149646
1,10300001,-0.002653819
1,10350001,0.033489873
1,10400001,0.145200963
1,10450001,0.076652401
1,10500001,0.038410124
1,10550001,0.056323377
1,10600001,-0.119810002
1,10650001,-0.05990247
1,10700001,-0.163307394
1,10750001,0.052957201
1,10800001,0.151283901
1,10850001,-0.00656927
1,10900001,0.084552159
1,10950001,0.039933682
1,11000001,-0.089373873
1,11050001,-0.05452889
1,11100001,-0.072227826
1,11150001,0.079688325
1,11200001,-0.056860812
1,11250001,0.090635886
1,11300001,0.044248511
1,11350001,-0.059192573
1,11400001,-0.045277163
1,11450001,0.182349068
1,11500001,-0.165719227
1,11550001,-0.057247804
1,11600001,0.138517118
1,11650001,-0.066464629
1,11700001,0.088122094
1,11750001,0.044406555
1,11800001,-0.025431826
1,11850001,-0.038782797
1,11900001,0.224630404
1,11950001,-0.03876
1,12000001,-0.079687549
1,12050001,0.078357075
1,12100001,0.036489454
1,12150001,-0.087782872
1,12200001,-0.1218852
1,12250001,0.169298864
1,12300001,0.016782572
1,12350001,0.105135865
1,12400001,0.037974295
1,12450001,-0.034149894
1,12500001,-0.014196809
1,12550001,0.044256386
1,12600001,-0.00875157
1,12650001,0.083527041
1,12700001,0.048632774
1,12750001,-0.011210976
1,13400001,-0.122231739
1,13450001,-0.002730313
1,13500001,-0.168130101
1,13550001,-0.072898531
1,13600001,0.111600563
1,13650001,0.115074612
1,13700001,-0.082009139
1,13750001,-0.093544765
1,13800001,-0.038654284
1,13850001,-0.150058706
1,13900001,0.038283679
1,13950001,-0.067973695
1,14000001,0.047658516
1,14050001,-0.064055669
1,14100001,-0.067252097
1,14150001,-0.101510973
1,14200001,0.071836091
1,14250001,0.061216921
1,14300001,0.013896574
1,14350001,0.038817292
1,14400001,-0.026888989
1,14450001,-0.155518339
1,14500001,-0.06826447
1,14550001,-0.029820653
1,14600001,-0.03215728
1,14650001,-0.020023171
1,14700001,-0.01374006
1,14750001,-0.016564379
1,14800001,0.046112527
1,14850001,0.078114468
1,14900001,0.052132812
1,14950001,0.108615632
1,15000001,0.001573904
1,15050001,0.002628356
1,15100001,-0.081111707
1,15150001,-0.081111707
1,15200001,-0.127298586
1,15250001,0.025595036
1,15300001,0.07975833
1,15350001,-0.028357296
1,15400001,0.128803597
1,15450001,0.141907021
1,15500001,0.003131466
1,15550001,-0.018380834
1,15600001,-0.02164096
1,15650001,0.149806985
1,15700001,0.011216597
1,15750001,-0.087250092
1,15850001,0.186697431
1,15900001,0.168253741
1,15950001,0.056927697
1,16000001,0.110010972
1,16050001,0.162897463
1,16100001,-0.147281536
1,16150001,0.083639671
1,16200001,0.161747915
1,16250001,0.192163054
1,16300001,0.050188259
1,16350001,0.020270123
1,16400001,0.16573582
1,16450001,0.086703064
1,16950001,-0.02483677
1,17000001,-0.009873229
1,17050001,0.136934934
1,17100001,-0.118643667
1,17150001,0.147909766
1,17200001,-0.010077315
1,17250001,-0.058858845
1,17300001,0.018625498
1,17350001,0.043660026
1,17400001,-0.055691694
1,17450001,0.229763085
1,17500001,-0.133055058
1,17550001,0.001009154
1,17600001,0.113988694
1,17650001,-0.083725037
1,17700001,-0.118668324
1,17750001,0.21001408
1,17800001,-0.101557939
1,17850001,0.095042079
1,17900001,-0.176912275
1,17950001,0.183932399
1,18000001,-0.026570946
1,18050001,-0.155769142
1,18100001,-0.016998223
1,18150001,-0.193135408
1,18200001,-0.038414872
1,18250001,0.045097929
1,18300001,0.03440456
1,18350001,0.073926582
1,18400001,0.076024021
1,18450001,-0.14619966
1,18500001,-0.104457754
1,18550001,-0.095040768
1,18600001,0.139393488
1,18650001,0.107777664
1,18700001,0.062966303
1,18750001,0.049551305
1,18800001,0.224853558
1,18850001,-0.153296574
1,18900001,-0.075605289
1,18950001,-0.068197148
1,19000001,-0.129260663
1,19050001,-0.021184326
1,19100001,-0.073545244
1,19150001,0.106011816
1,19200001,0.104366522
1,19250001,-0.010418672
1,19300001,0.139616765
1,19350001,0.005332565
1,19400001,0.033156867
1,19450001,-0.006052941
1,19500001,-0.265656667
1,19550001,-0.018349059
1,19600001,0.069986441
1,19650001,0.073758082
1,19700001,-0.094083409
1,19750001,-0.031236712
1,19800001,0.220258827
1,19850001,-0.012799658
1,19900001,0.125479878
1,19950001,0.007801965
1,20000001,0.018089394
1,20050001,0.048206188
1,20100001,0.001188197
1,20150001,-0.091627127
1,20200001,0.054747944
1,20250001,-0.184926996
1,20300001,0.023893829
1,20350001,-0.04501449
1,20400001,-0.069449779
1,20450001,-0.084773362
1,20500001,-0.000845583
1,20550001,0.024908368
1,20600001,-0.172027732
1,20650001,-0.08901802
1,20700001,-0.137407724
1,20750001,0.088910866
1,20800001,-0.201964653
1,20850001,0.026991908
1,20900001,0.094263653
1,20950001,-0.258545546
1,21000001,-0.03256305
1,21050001,-0.029711858
1,21100001,-0.112733369
1,21150001,-0.136550617
1,21200001,0.103588457
1,21250001,-0.00883353
1,21300001,-0.134611752
1,21350001,-0.083993643
1,21450001,-0.089236101
1,21500001,0.120030454
1,21550001,0.045096995
1,21600001,0.115928964
1,21650001,0.063278202
1,21700001,0.069182011
1,21750001,0.126593403
1,21800001,-0.043749712
1,21850001,0.061331941
1,21900001,0.135756666
1,22000001,-0.067364837
1,22050001,-0.021680235
1,22100001,0.024965278
1,22150001,-0.059247671
1,22200001,0.198864155
1,22250001,0.038986885
1,22300001,0.157945946
1,22350001,-0.040002631
1,22400001,-0.092482697
1,22450001,0.024019909
1,22500001,-0.012929901
1,22550001,-0.083898565
1,22600001,-0.000542867
1,22650001,0.016991947
1,22700001,-0.08882938
1,22750001,-0.081079687
1,22800001,-0.116737702
1,22850001,0.132536627
1,22900001,-0.122823807
1,22950001,-0.041690487
1,23000001,0.138876719
1,23050001,0.150137977
1,23100001,0.002000549
1,23150001,-0.086491038
1,23200001,0.170201525
1,23250001,0.019054528
1,23300001,-0.091111628
1,23350001,-0.031131563
1,23400001,0.032120712
1,23450001,0.055388741
1,23500001,-0.156815335
1,23550001,0.028576782
1,23600001,0.016298686
1,23650001,0.063844606
1,23700001,0.084217087
1,23750001,-0.044366408
1,23800001,-0.112700876
1,23850001,0.013540979
1,23900001,-0.042010027
1,23950001,-0.032100851
1,24000001,0.048149295
1,24050001,0.057509437
1,24100001,-0.041131724
1,24150001,-0.070189784
1,24200001,0.015315103
1,24250001,0.051188597
1,24300001,-0.001618952
1,24350001,0.110477252
1,24400001,0.016696529
1,24450001,-0.081768706
1,24500001,0.012694166
1,24550001,-0.140295893
1,24600001,0.08878868
1,24650001,0.072109939
1,24700001,0.035840467
1,24750001,0.071550667
1,24800001,-0.053924145
1,24850001,-0.083746003
1,24900001,-0.128835652
1,24950001,0.054106192
1,25000001,0.095883332
1,25050001,0.104293083
1,25100001,0.020354128
1,25150001,-0.066972773
1,25200001,0.053518298
1,25450001,0.122623403
1,25500001,-0.079412268
1,25550001,0.016211204
1,25600001,-0.059217769
1,25650001,0.062920405
1,25700001,-0.03043624
1,25750001,-0.10177656
1,25800001,0.138056671
1,25850001,5.75E-05
1,25900001,-0.096449902
1,25950001,-0.005447519
1,26000001,0.016505981
1,26050001,0.022833383
1,26100001,-0.037085642
1,26150001,0.054599521
1,26200001,0.133826915
1,26250001,-0.026861665
1,26300001,-0.013941222
1,26350001,0.020657097
1,26400001,-0.000845583
1,26450001,-0.156721683
1,26500001,0.034485604
1,26550001,-0.059805546
1,26600001,-0.056869396
1,26650001,-0.109114523
1,26700001,0.239196815
1,26750001,0.15265946
1,26800001,-0.032130461
1,26850001,-0.036311633
1,26900001,0.07290108
1,26950001,-0.13991149
1,27000001,-0.077694908
1,27050001,0.172443444
1,27100001,-0.105951325
1,27150001,-0.036172724
1,27200001,-0.063426458
1,27250001,0.000898291
1,27300001,0.158734106
1,27350001,-0.143781175
1,27400001,0.080792073
1,27450001,-0.10795922
1,27500001,-0.175969275
1,27550001,0.00626518
1,27600001,-0.016104708
1,27650001,-0.002635327
1,27700001,0.034237319
1,27750001,-0.057624131
1,27800001,-0.079542169
1,27850001,0.144529154
1,27900001,-0.008233852
1,27950001,0.136481852
1,28000001,0.012974969
1,28050001,0.130028807
1,28100001,-0.163202038
1,28150001,-0.197773937
1,28200001,0.036408676
1,28250001,-0.009959956
1,28300001,0.038171682
1,28350001,0.120874073
1,28400001,0.037121447
1,28450001,-0.190305042
1,28500001,0.081995502
1,28550001,-0.064175761
1,28600001,0.076152956
1,28650001,0.013966589
1,28700001,-0.04472865
1,28750001,0.11357368
1,28800001,0.113429951
1,28850001,-0.054974465
1,28900001,0.074319418
1,28950001,0.101772352
1,29000001,-0.039303823
1,29050001,-0.01096943
1,29100001,0.156880715
1,29150001,-0.120799735
1,29200001,-0.099337914
1,29250001,0.077661667
1,29300001,0.031182155
1,29350001,-0.01641577
1,29400001,-0.007148659
1,29450001,0.147713595
1,29500001,0.163964961
1,29550001,-0.227082209
1,29600001,0.003473842
1,29650001,-0.009388388
1,29700001,-0.154496559
1,29750001,-0.054387926
1,29800001,-0.021045513
1,29850001,0.050223828
1,29900001,-0.129448176
1,29950001,-0.031949118
1,30000001,0.00671017
1,30050001,-0.111193794
1,30100001,0.072074257
1,30150001,-0.058847158
1,30200001,-0.065580304
1,30250001,0.146352477
1,30300001,-0.040002631
1,30350001,-0.029744705
1,30400001,0.000246698
1,30500001,0.066378996
1,30550001,0.092856197
1,30600001,-0.129811201
1,30650001,0.031545629
1,30700001,-0.098887916
1,30750001,-0.110935512
1,30800001,0.027555483
1,30850001,-0.155821092
1,30900001,-0.071797075
1,30950001,0.12851831
1,31000001,-0.097207446
1,31050001,-0.0890516
1,31100001,0.091634301
1,31150001,-0.048144445
1,31200001,-0.088106422
1,31250001,-0.030291841
1,31300001,-0.043610047
1,31350001,-0.210402958
1,31400001,-0.10923586
1,31450001,0.0543823
1,31500001,0.051543033
1,31550001,-0.139014489
1,31600001,-0.21467877
1,31650001,0.071312925
1,31700001,0.00364448
1,31750001,-0.005717561
1,31800001,0.086227082
1,31850001,0.098409019
1,31900001,0.098907836
1,31950001,0.127528258
1,32050001,-0.020856984
1,32100001,0.070021721
1,32150001,0.12653123
1,32200001,0.076278508
1,32250001,-0.033992127
1,32300001,-0.032720429
1,32350001,-0.008974481
1,32400001,0.093540562
1,32450001,0.030270477
1,32500001,0.095783624
1,32550001,0.068172642
1,32600001,0.02382583
1,32650001,-0.13033772
1,32750001,0.01079221
1,32800001,0.070680604
1,32850001,0.079079797
1,32900001,0.061801737
1,32950001,-0.091155815
1,33000001,0.084396983
1,33050001,0.007777355
1,33100001,0.013048916
1,33150001,0.011222912
1,33200001,0.053819946
1,33250001,-0.066517042
1,33300001,0.056958355
1,33350001,0.013038049
1,33400001,-0.135735284
1,33450001,0.034490607
1,33500001,0.026045539
1,33550001,0.115068269
1,33600001,-0.021045513
1,33650001,0.139795261
1,33700001,0.147099515
1,33750001,0.072287601
1,33850001,0.085450297
1,33900001,-0.184510861
1,33950001,-0.108697011
1,34000001,-0.16837168
1,34050001,-0.123755012
1,34100001,0.080497983
1,34150001,-0.043619345
1,34200001,0.070426645
1,34250001,-0.070698041
1,34300001,-0.109087712
1,34350001,0.035304201
1,34400001,-0.100011442
1,34450001,-0.063891926
1,34500001,-0.102677881
1,34550001,-0.125847258
1,34600001,-0.046242392
1,34650001,-0.006757141
1,34700001,-0.029355649
1,34750001,0.033508329
1,34800001,0.11441677
1,34850001,0.035902243
1,34900001,0.030998254
1,34950001,-0.009361097
1,35000001,-0.00780268
1,35050001,0.196768438
1,35100001,0.084303298
1,35150001,-0.023808821
1,35200001,-0.238939042
1,35250001,-0.093954468
1,35300001,0.109729245
1,35350001,0.13215977
1,35400001,0.118331396
1,35450001,-0.093954468
1,35500001,0.004885073
1,35550001,-0.051798649
1,35600001,-0.080825433
1,35650001,0.165997386
1,35700001,0.069976277
1,35750001,0.025409817
1,35800001,0.039967913
1,35850001,0.067527412
1,35900001,0.099186347
1,35950001,-0.037457549
1,36000001,0.047298225
1,36050001,0.095355914
1,36100001,0.107092526
1,36150001,-0.041613997
1,36200001,-0.056125711
1,36250001,-0.078800294
1,36300001,0.092178758
1,36350001,-0.157709145
1,36400001,0.096954343
1,36450001,0.095168974
1,36500001,0.106283126
1,36550001,0.05577789
1,36600001,-0.054915572
1,36650001,-0.031975073
1,36700001,0.073354835
1,36750001,-0.025293721
1,36800001,-0.004252229
1,36850001,0.052902561
1,36900001,-0.049887657
1,36950001,-0.019797711
1,37000001,-0.025423762
1,37050001,0.028500437
1,37100001,-0.049887657
1,37150001,-0.033962974
1,37200001,0.039561416
1,37250001,0.003869581
1,37300001,0.045153203
1,37350001,-0.040097127
1,37400001,0.081656731
1,37450001,0.00308525
1,37500001,-0.142515745
1,37550001,-0.005924878
1,37600001,-0.127032463
1,37650001,-0.040096826
1,37700001,-0.00433784
1,37750001,-0.053890294
1,37800001,0.097620982
1,37850001,0.086260348
1,37900001,-0.020473625
1,37950001,0.211258668
1,38000001,-0.136841143
1,38050001,-0.066989781
1,38100001,-0.070308865
1,38150001,0.081855584
1,38200001,0.11856172
1,38250001,-0.055533387
1,38300001,-0.030916098
1,38350001,0.103104443
1,38400001,0.02929044
1,38450001,-0.042347098
1,38500001,0.004124028
1,38550001,-0.032415009
1,38600001,0.131528252
1,38700001,-0.064845899
1,38750001,0.02711009
1,38800001,0.085777762
1,38850001,-0.016569381
1,38900001,-0.072093549
1,38950001,-0.065630645
1,39000001,-0.091839793
1,39050001,-0.03776888
1,39100001,-0.079214319
1,39150001,-0.144044191
1,39200001,-0.13213146
1,39250001,-0.191309508
1,39300001,-0.137877051
1,39350001,-0.066678633
1,39400001,-0.177536659
1,39450001,-0.158092443
1,39500001,-0.089568255
1,39550001,-0.016898713
1,39600001,-0.14185506
1,39650001,-0.044136111
1,39700001,-0.032210737
1,39800001,-0.177181106
1,39850001,-0.043122031
1,39900001,-0.021823436
1,39950001,-0.018963781
1,40000001,-0.11064916
1,40050001,0.131106675
1,40100001,0.109276498
1,40150001,0.027506275
1,40200001,0.054585809
1,40250001,0.075419169
1,40300001,-0.067777795
1,40350001,0.009378923
1,40400001,0.060160099
1,40450001,-0.017139172
1,40500001,-0.02277784
1,40550001,0.113348781
1,40600001,0.087837459
1,40650001,-0.029638724
1,40700001,-0.059139746
1,40750001,0.042578392
1,40800001,0.109178282
1,40850001,0.062642095
1,40900001,-0.018079074
1,40950001,-0.060230293
1,41000001,0.076192762
1,41050001,0.087998058
1,41100001,0.081126539
1,41150001,0.030099608
1,41200001,0.138876346
1,41250001,-0.006850642
1,41300001,0.150399575
1,41350001,-0.049099338
1,41400001,0.025835517
1,41450001,0.035866945
1,41500001,0.064592925
1,41550001,0.025850116
1,41600001,0.119882575
1,41650001,-0.042265209
1,41700001,-0.08228437
1,41750001,0.015260185
1,41800001,0.106988692
1,41850001,-0.145655584
1,41900001,0.079201508
1,41950001,0.008566052
1,42000001,-0.178626266
1,42050001,0.06307604
1,42100001,0.10415937
1,42150001,0.171463006
1,42200001,0.067637669
1,42250001,-0.020397179
1,42300001,-0.050929466
1,42350001,0.110239953
1,42400001,-0.019373056
1,42450001,0.117698273
1,42500001,-0.047477548
1,42550001,0.096660241
1,42600001,0.062041873
1,42650001,-0.19923166
1,42700001,-0.121558175
1,42750001,0.013426335
1,42800001,0.054448032
1,42850001,0.114291037
1,42900001,-0.113935165
1,42950001,-0.044216067
1,43000001,-0.019854444
1,43050001,0.080022115
1,43100001,0.068264649
1,43150001,0.005194665
1,43200001,-0.04161606
1,43250001,-0.007114925
1,43300001,-0.171186267
1,43350001,-0.097189495
1,43400001,0.071341106
1,43450001,0.140099241
1,43500001,-0.098261325
1,43550001,0.025605958
1,43600001,-0.085187782
1,43650001,-0.030984893
1,43700001,-0.006913844
1,43750001,-0.08785816
1,43800001,0.048028272
1,43850001,0.055566976
1,43900001,-0.029937257
1,43950001,-0.028105535
1,44000001,-0.010310684
1,44050001,0.086019036
1,44100001,-0.003765037
1,44150001,0.079347184
1,44200001,0.025796228
1,44250001,0.161349288
1,44300001,0.168705054
1,44350001,0.124702452
1,44400001,-0.07609238
1,44450001,-0.065398736
1,44500001,-0.026954006
1,44550001,0.047336658
1,44600001,0.015832327
1,44650001,0.062765173
1,44700001,0.080890344
1,44750001,-0.033981512
1,44800001,0.006858932
1,44850001,0.083250497
1,44900001,0.104235643
1,44950001,0.118356057
1,45000001,0.193466
1,45050001,-0.020126752
1,45100001,-0.018830409
1,45150001,0.02776062
1,45200001,0.139549507
1,45250001,0.206794022
1,45300001,0.07992938
1,45350001,0.143361062
1,45400001,-0.005313819
1,45450001,0.050161298
1,45500001,-0.06490501
1,45550001,0.030888223
1,45600001,0.111354227
1,45650001,-0.066950179
1,45700001,0.03174108
1,45750001,0.193136216
1,45800001,0.100951812
1,45850001,0.055385408
1,45900001,0.04992905
1,45950001,-0.047293805
1,46000001,0.004382254
1,46050001,0.104389365
1,46100001,-0.040295666
1,46150001,-0.089199889
1,46200001,0.116294766
1,46250001,0.012893754
1,46300001,-0.047954362
1,46350001,0.283275539
1,46400001,0.002113242
1,46450001,0.073774079
1,46500001,-0.061886971
1,46550001,0.104969138
1,46600001,0.060978483
1,46650001,0.154359358
1,46700001,0.134084746
1,46750001,0.055105388
1,46800001,0.046638003
1,46900001,0.090038758
1,46950001,0.114766247
1,47000001,0.181353318
1,47150001,0.046173649
1,47200001,0.036779508
1,47250001,0.068185592
1,47300001,0.015595891
1,47350001,0.002737045
1,47400001,-0.14342758
1,47450001,0.048618782
1,47500001,0.039234405
1,47550001,0.057826331
1,47600001,-0.068059457
1,47650001,0.106988692
1,47700001,0.054221484
1,47750001,0.037218808
1,47800001,-0.13229104
1,47850001,-0.0153544
1,47900001,-0.046923089
1,47950001,-0.017022853
1,48000001,-0.108355281
1,48050001,0.050163742
1,48100001,0.035174393
1,48150001,-0.028260943
1,48200001,-0.110882133
1,48250001,0.07411715
1,48300001,-0.100925984
1,48350001,-0.16000708
1,48400001,0.057713366
1,48450001,-0.080342182
1,48500001,0.05217032
1,48550001,-0.181203771
1,48600001,-0.221173159
1,48650001,-0.237098
1,48700001,-0.120204506
1,48750001,-0.089379036
1,48800001,0.049327338
1,48850001,0.013333079
1,48900001,0.069081096
1,48950001,0.038017002
1,49000001,-0.12106485
1,49050001,-0.058744407
1,49100001,0.006915703
1,49150001,-0.200421033
1,49200001,-0.003936378
1,49250001,-0.150961912
1,49300001,0.002120258
1,49350001,-0.08466289
1,49400001,-0.146611388
1,49450001,-0.015728557
1,49500001,-0.076194872
1,49550001,-0.13563838
1,49600001,-0.050607212
1,49650001,-0.050132147
1,49700001,-0.13439608
1,49750001,0.108104951
1,49800001,0.016983114
1,49850001,0.148439884
1,49900001,0.092557463
1,49950001,-0.017146312
1,50050001,0.005111575
1,50100001,0.142266221
1,50150001,0.024758493
1,50200001,0.036291119
1,50250001,-0.080969567
1,50300001,0.082529166
1,50350001,-0.108237602
1,50400001,0.027097776
1,50450001,0.275794773
1,50500001,0.054169888
1,50550001,-0.078530986
1,50600001,-0.037762393
1,50650001,0.024056492
1,50700001,-0.166212645
1,50750001,0.051521533
1,50800001,-0.039728737
1,50850001,-0.170042922
1,50900001,-0.075080024
1,50950001,0.07211852
1,51000001,-0.058021314
1,51050001,0.256660617
1,51100001,0.170047636
1,51150001,0.075060279
1,51200001,0.038603786
1,51250001,-0.124788018
1,51300001,-0.040593194
1,51350001,0.031119379
1,51400001,-0.0083203
1,51450001,0.13167013
1,51500001,-0.019567971
1,51550001,0.065652555
1,51600001,-0.168250701
1,51650001,0.07686906
1,51700001,-0.230868617
1,51750001,0.133610063
1,51800001,0.125348199
1,51850001,0.057073502
1,51900001,-0.018422491
1,51950001,0.113557974
1,52000001,-0.079542169
1,52050001,0.009774469
1,52100001,0.075929322
1,52150001,-0.010783536
1,52200001,0.251480378
1,52250001,0.057580344
1,52300001,0.060105559
1,52350001,-0.021377928
1,52400001,-0.069799169
1,52450001,0.011132063
1,52500001,-0.110574383
1,52550001,-0.01741792
1,52600001,0.160881441
1,52650001,0.088857635
1,52700001,-0.106739652
1,52750001,0.082423373
1,52800001,-0.147998707
1,52850001,-0.020774761
1,52900001,-0.088512064
1,53000001,-0.03350214
1,53050001,-0.03834013
1,53100001,-0.065082245
1,53150001,0.1068642
1,53200001,0.053511404
1,53250001,-0.031680717
1,53300001,0.090159027
1,53350001,0.154610498
1,53400001,0.1797348
1,53450001,0.082079772
1,53500001,-0.025822454
1,53550001,-0.011591489
1,53600001,0.09407352
1,53650001,0.089542925
1,53700001,-0.031917208
1,53750001,0.034879813
1,53800001,0.063756574
1,53850001,0.116447663
1,53900001,-0.008265041
1,53950001,0.004778485
1,54000001,0.063389874
1,54050001,0.05175871
1,54100001,0.077371677
1,54150001,-0.14233034
1,54200001,0.055138992
1,54250001,-0.145080686
1,54300001,0.051127318
1,54350001,-0.174017775
1,54400001,-0.045075132
1,54450001,-0.091929615
1,54500001,0.097922616
1,54550001,-0.1119541
1,54600001,-0.017757737
1,54650001,-0.042599219
1,54700001,0.135388089
1,54750001,0.065612615
1,54800001,-0.045739001
1,54850001,0.083532972
1,54950001,0.07975833
1,55000001,0.009404763
1,55050001,0.098618083
1,55100001,0.153332763
1,55150001,-0.07633824
1,55200001,0.13938679
1,55250001,0.039774535
1,55300001,0.178613177
1,55400001,0.067979402
1,55450001,-0.045991408
1,55500001,0.11574032
1,55550001,0.245542461
1,55600001,0.110887849
1,55650001,-0.06637637
1,55700001,-0.009056266
1,55750001,-0.018526174
1,55800001,0.155891527
1,55850001,0.041044694
1,55900001,0.023028703
1,55950001,-0.006969675
1,56000001,-0.042412524
1,56050001,0.034787471
1,56100001,-0.01934186
1,56150001,0.16491842
1,56200001,-0.100687815
1,56250001,0.005080902
1,56300001,0.102608103
1,56350001,0.00205321
1,56400001,-0.056324692
1,56450001,-0.183708376
1,56500001,-0.141188056
1,56550001,-0.039648026
1,56600001,-0.00625527
1,56650001,0.181094616
1,56700001,-0.051711788
1,56750001,0.113809775
1,56800001,0.04994892
1,56850001,-0.037685202
1,56900001,-0.005158927
1,56950001,-0.148943823
1,57000001,0.175351689
1,57050001,0.014562908
1,57100001,-0.056668306
1,57150001,0.12542899
1,57200001,-0.062134702
1,57250001,0.119251322
1,57300001,-0.157030763
1,57350001,-0.261650043
1,57400001,-0.124987082
1,57450001,-0.135811821
1,57500001,-0.001933678
1,57550001,-0.017249622
1,57600001,0.042175099
1,57650001,-0.216529842
1,57700001,0.160721542
1,57750001,-0.109540929
1,57800001,-0.158243586
1,57850001,-0.193535018
1,57900001,0.120512103
1,57950001,-0.102049047
1,58000001,-0.099439507
1,58050001,0.048963885
1,58100001,-0.23249713
1,58150001,0.017172956
1,58200001,0.025101931
1,58250001,-0.049454901
1,58300001,-0.143297555
1,58350001,-0.103423384
1,58400001,-0.035041363
1,58450001,0.036763998
1,58500001,0.067784387
1,58550001,-0.060792542
1,58600001,0.133810884
1,58650001,0.076789647
1,58700001,-0.151297567
1,58750001,-0.073815832
1,58800001,-0.099467299
1,58850001,-0.115303847
1,58900001,-0.01952724
1,59000001,-0.022300176
1,59050001,-0.018792539
1,59100001,-0.027436054
1,59150001,0.072550791
1,59200001,0.018853125
1,59250001,-0.02507364
1,59300001,-0.122988447
1,59350001,-0.001584157
1,59400001,-0.228908396
1,59450001,0.059383123
