chromosome,coordinate,cn
1,7100001,-0.188591783
1,7150001,0.202382967
1,7200001,0.017869584
1,7250001,0.081768361
1,7300001,-0.083993399
1,7350001,-0.059945148
1,7400001,-0.068895395
1,7450001,-0.074348335
1,7500001,-0.110752032
1,7550001,0.025693323
1,7600001,-0.143186895
1,7650001,-0.194211713
1,7700001,0.061591256
1,7750001,0.042327384
1,7800001,-0.011717689
1,7850001,0.041463769
1,7900001,-0.097868351
1,7950001,-0.006749517
1,8000001,-0.092947623
1,8050001,-0.082143999
1,8100001,-0.07265877
1,8150001,-0.033671676
1,8200001,-0.077448535
1,8250001,-0.044762586
1,8300001,-0.049031803
1,8350001,-0.090244822
1,8400001,-0.10547459
1,8450001,-0.083210747
1,8500001,0.003781808
1,8550001,-0.038414173
1,8600001,0.15344415
1,8650001,0.089489141
1,8700001,0.186825735
1,8750001,0.076586667
1,8800001,-0.001019419
1,8850001,0.18497473
1,8950001,-0.050295278
1,9000001,-0.038331914
1,9050001,-0.045760231
1,9100001,-0.092437709
1,9150001,-0.156677714
1,9200001,-0.082481768
1,9250001,-0.010723214
1,9300001,-0.137901347
1,9350001,-0.017373675
1,9400001,0.024169858
1,9450001,-0.068233255
1,9500001,-0.020136768
1,9600001,-0.187135615
1,9650001,0.058834207
1,9700001,0.057763907
1,9750001,-0.150899219
1,9800001,0.081867588
1,9850001,0.165674417
1,9900001,0.006323702
1,9950001,-0.058185579
1,10000001,-0.046759467
1,10050001,-0.189749086
1,10100001,-0.049052045
1,10150001,0.032618773
1,10200001,0.116986347
1,10250001,0.186646152
1,10300001,-0.077551337
1,10350001,0.01139783
1,10400001,0.042530814
1,10450001,-0.013395695
1,10500001,-0.03099871
1,10550001,0.071868035
1,10600001,-0.256293645
1,10650001,-0.086006491
1,10700001,-0.18105879
1,10750001,0.043074819
1,10800001,-0.023264615
1,10850001,0.016763658
1,10900001,-0.106149364
1,10950001,0.188020688
1,11000001,-0.010170225
1,11050001,-0.064325565
1,11100001,0.099238206
1,11150001,0.078898927
1,11200001,-0.145415043
1,11250001,-0.023678371
1,11300001,-0.091943885
1,11350001,0.002663953
1,11400001,-0.029522941
1,11450001,-0.046346841
1,11500001,-0.017642628
1,11550001,0.0612324
1,11600001,-0.047725972
1,11650001,-0.16966246
1,11700001,-0.03210362
1,11750001,-0.00326021
1,11800001,-0.04408384
1,11850001,-0.022639804
1,11900001,0.025733466
1,11950001,0.114318327
1,12000001,0.064257677
1,12050001,-0.14275978
1,12100001,-0.024187732
1,12150001,0.054743731
1,12200001,0.005804352
1,12250001,0.096844368
1,12300001,0.011644248
1,12350001,-0.002023168
1,12400001,0.056074476
1,12450001,0.020353556
1,12500001,0.016009247
1,12550001,-0.037104856
1,12600001,-0.137117602
1,12650001,-0.027335228
1,12700001,-0.031772949
1,12750001,0.046499924
1,13400001,-0.1678479
1,13450001,-0.05805545
1,13500001,-0.0748846
1,13550001,0.02266802
1,13600001,-0.135794433
1,13650001,0.050619412
1,13700001,-0.115850658
1,13750001,-0.293707867
1,13800001,-0.031263571
1,13850001,-0.05131882
1,13900001,-0.060322212
1,13950001,-0.006223822
1,14000001,-0.256338506
1,14050001,0.013003654
1,14100001,0.006706032
1,14150001,-0.062973208
1,14200001,-0.10055932
1,14250001,0.11693416
1,14300001,-0.020431093
1,14350001,-0.101579098
1,14400001,-0.074514556
1,14450001,-0.019472843
1,14500001,0.012207402
1,14550001,0.01010485
1,14600001,0.079679066
1,14650001,0.030925165
1,14700001,-0.110585789
1,14750001,-0.081371497
1,14800001,-0.238863953
1,14850001,0.049511582
1,14900001,0.126141899
1,14950001,-0.026561362
1,15000001,-0.187078367
1,15050001,-0.00812219
1,15100001,-0.059343728
1,15150001,0.079150545
1,15200001,0.00482475
1,15250001,0.078644453
1,15300001,-0.033149081
1,15350001,0.055557589
1,15400001,0.093408405
1,15450001,0.067809225
1,15500001,0.267014238
1,15550001,-0.178513975
1,15600001,-0.147337807
1,15650001,0.128619737
1,15700001,-0.082694233
1,15750001,-0.120010869
1,15850001,-0.053353
1,15900001,-0.156619393
1,15950001,0.063809635
1,16000001,0.101540977
1,16050001,0.108029678
1,16100001,0.061007534
1,16150001,-0.099225429
1,16200001,0.018454955
1,16250001,-0.13186817
1,16300001,-0.049507356
1,16350001,0.014879676
1,16400001,0.01798908
1,16450001,-0.083015177
1,16950001,-0.002584093
1,17000001,-0.06696568
1,17050001,0.079666095
1,17100001,-0.025736586
1,17150001,-0.010874324
1,17200001,-0.058453988
1,17250001,-0.005512505
1,17300001,-0.126304185
1,17350001,-0.070785339
1,17400001,0.113196298
1,17450001,0.10813086
1,17500001,-0.002394236
1,17550001,0.010713635
1,17600001,-0.214559313
1,17650001,0.095660066
1,17700001,-0.159973916
1,17750001,0.010514524
1,17800001,0.109070628
1,17850001,-0.017698069
1,17900001,0.009573352
1,17950001,0.085721614
1,18000001,-0.0144009
1,18050001,0.034049287
1,18100001,-0.153739696
1,18150001,-0.26499701
1,18200001,0.078838041
1,18250001,0.100400027
1,18300001,-0.141392298
1,18350001,-0.003291276
1,18400001,0.047769676
1,18450001,0.03981485
1,18500001,-0.12178387
1,18550001,-0.112978983
1,18600001,-0.097315919
1,18650001,-0.082404975
1,18700001,-0.085951269
1,18750001,0.078678297
1,18800001,-0.018673452
1,18850001,0.208223288
1,18900001,0.098133836
1,18950001,-0.055575496
1,19000001,0.175668866
1,19050001,-0.0357776
1,19100001,0.13072851
1,19150001,0.034324893
1,19200001,0.05231128
1,19250001,0.100717687
1,19300001,0.069954854
1,19350001,-0.08631692
1,19400001,-0.073324797
1,19450001,-0.035903119
1,19500001,-0.121247051
1,19550001,0.112375478
1,19600001,-0.098118355
1,19650001,-0.096870501
1,19700001,-0.138518053
1,19750001,0.094011759
1,19800001,0.116186991
1,19850001,0.087371229
1,19900001,0.021329473
1,19950001,0.019711097
1,20000001,0.087696994
1,20050001,-0.031589201
1,20100001,-0.062982305
1,20150001,-0.073695771
1,20200001,-0.116405421
1,20250001,0.121936618
1,20300001,0.013887561
1,20350001,0.097168906
1,20400001,-0.016858486
1,20450001,-0.104866142
1,20500001,-0.143071836
1,20550001,-0.039908104
1,20600001,-0.043411177
1,20650001,0.03143853
1,20700001,0.023955927
1,20750001,0.069681995
1,20800001,-0.049405815
1,20850001,-0.046399322
1,20900001,0.016939952
1,20950001,0.094107812
1,21000001,-0.098502814
1,21050001,-0.219655558
1,21100001,-0.069143565
1,21150001,-0.01104094
1,21200001,-0.176001143
1,21250001,-0.025777799
1,21300001,0.072860522
1,21350001,-0.003509526
1,21450001,0.064631373
1,21500001,-0.163236351
1,21550001,-0.007031731
1,21600001,-0.034466293
1,21650001,-0.145444465
1,21700001,-0.096800097
1,21750001,0.040679047
1,21800001,-0.231160238
1,21850001,-0.068928216
1,21900001,-0.082103006
1,22000001,-0.02755468
1,22050001,-0.042933152
1,22100001,-0.212724196
1,22150001,0.078020826
1,22200001,-0.082147563
1,22250001,-0.053708144
1,22300001,-0.183904282
1,22350001,0.032438069
1,22400001,0.061366462
1,22450001,0.147642046
1,22500001,-0.013828207
1,22550001,0.135920661
1,22600001,0.020639522
1,22650001,-0.235834599
1,22700001,0.016158859
1,22750001,-0.130329426
1,22800001,0.008902733
1,22850001,-0.070052633
1,22900001,-0.007531228
1,22950001,-0.102022644
1,23000001,-0.154733701
1,23050001,-0.052572168
1,23100001,-0.077354955
1,23150001,-0.054602087
1,23200001,0.121692879
1,23250001,-0.118157415
1,23300001,0.193467418
1,23350001,0.143406107
1,23400001,0.018316397
1,23450001,-0.005446565
1,23500001,-0.11259503
1,23550001,0.080963658
1,23600001,0.019084126
1,23650001,0.085090209
1,23700001,0.138060102
1,23750001,0.091398551
1,23800001,0.082267938
1,23850001,-0.083357568
1,23900001,-0.065776456
1,23950001,-0.173887623
1,24000001,-0.000295849
1,24050001,-0.007433355
1,24100001,0.159644018
1,24150001,0.144424426
1,24200001,-0.055910492
1,24250001,0.134350831
1,24300001,0.016935266
1,24350001,0.068669345
1,24400001,0.009337337
1,24450001,-0.087294787
1,24500001,0.109946921
1,24550001,-0.082283053
1,24600001,0.14860221
1,24650001,0.041430686
1,24700001,0.05769209
1,24750001,0.080445044
1,24800001,-0.033729191
1,24850001,0.037222096
1,24900001,0.009667059
1,24950001,0.005421112
1,25000001,-0.013859975
1,25050001,0.041781446
1,25100001,-0.027670307
1,25150001,0.106022361
1,25200001,0.231732457
1,25450001,-0.130914563
1,25500001,-0.105610865
1,25550001,0.187130273
1,25600001,-0.021599454
1,25650001,0.026074793
1,25700001,0.03498011
1,25750001,0.22987381
1,25800001,-0.084094529
1,25850001,-0.080137948
1,25900001,0.029006734
1,25950001,-0.060150505
1,26000001,0.026637505
1,26050001,0.086111187
1,26100001,0.067952236
1,26150001,0.006000985
1,26200001,0.056649
1,26250001,-0.08535814
1,26300001,0.01039588
1,26350001,-0.083623068
1,26400001,0.136564538
1,26450001,-0.029841215
1,26500001,0.08610065
1,26550001,0.075697029
1,26600001,0.067359183
1,26650001,0.061028598
1,26700001,0.092402048
1,26750001,0.023316494
1,26800001,0.05976268
1,26850001,0.039131178
1,26900001,0.056742127
1,26950001,-0.049901432
1,27000001,0.021821378
1,27050001,0.043562926
1,27100001,0.070790102
1,27150001,-0.054775709
1,27200001,0.039949993
1,27250001,0.108726284
1,27300001,-0.017779609
1,27350001,0.173498522
1,27400001,0.020090118
1,27450001,0.085952281
1,27500001,-0.029669381
1,27550001,0.097548568
1,27600001,0.067529773
1,27650001,-0.043379818
1,27700001,-0.218009754
1,27750001,-0.018436678
1,27800001,0.162187641
1,27850001,0.168242639
1,27900001,0.066018801
1,27950001,-0.001406714
1,28000001,0.060927872
1,28050001,-0.033656903
1,28100001,0.171672661
1,28150001,-0.139380011
1,28200001,0.040760343
1,28250001,-0.088382674
1,28300001,0.11738148
1,28350001,0.282095131
1,28400001,-0.047899024
1,28450001,0.070560669
1,28500001,-0.092743868
1,28550001,0.018911784
1,28600001,-0.122885932
1,28650001,0.140026083
1,28700001,-0.116553426
1,28750001,-0.167160142
1,28800001,-0.107584253
1,28850001,0.079565402
1,28900001,0.137726792
1,28950001,-0.057544836
1,29000001,0.13086275
1,29050001,0.079752376
1,29100001,-0.129640938
1,29150001,0.199300865
1,29200001,-0.05142834
1,29250001,-0.019116925
1,29300001,0.118385807
1,29350001,-0.049084155
1,29400001,0.09023146
1,29450001,-0.222205786
1,29500001,-0.056920987
1,29550001,-0.18336613
1,29600001,-0.259738811
1,29650001,-0.119951979
1,29700001,-0.043140779
1,29750001,0.04259809
1,29800001,-0.190712837
1,29850001,-0.269085262
1,29900001,0.024896422
1,29950001,-0.123116795
1,30000001,-0.202849566
1,30050001,-0.180226906
1,30100001,-0.092647848
1,30150001,0.055547403
1,30200001,-0.30597564
1,30250001,-0.020935093
1,30300001,0.028998985
1,30350001,-0.031578139
1,30400001,-0.24172787
1,30500001,0.0954473
1,30550001,0.08389687
1,30600001,0.062120646
1,30650001,-0.050382311
1,30700001,-0.03931224
1,30750001,0.08338884
1,30800001,-0.020515003
1,30850001,-0.013387882
1,30900001,-0.09251521
1,30950001,0.021363533
1,31000001,0.149389847
1,31050001,0.081437699
1,31100001,-0.066301962
1,31150001,0.068827465
1,31200001,0.128332708
1,31250001,0.169217668
1,31300001,-0.042021882
1,31350001,-0.281899686
1,31400001,0.042755384
1,31450001,0.127090217
1,31500001,0.05549521
1,31550001,0.003471663
1,31600001,0.350739017
1,31650001,0.071271248
1,31700001,0.230721838
1,31750001,0.12200861
1,31800001,0.122624329
1,31850001,0.118003342
1,31900001,0.024494656
1,31950001,0.121342707
1,32050001,0.004064683
1,32100001,-0.057658256
1,32150001,0.154053127
1,32200001,-0.177336757
1,32250001,-0.117509804
1,32300001,-0.109083422
1,32350001,-0.086728196
1,32400001,0.038519564
1,32450001,-0.165463347
1,32500001,-0.092902157
1,32550001,-0.035525281
1,32600001,0.005723336
1,32650001,0.014425656
1,32750001,-0.022939089
1,32800001,-0.128749084
1,32850001,0.194117153
1,32900001,-0.03808531
1,32950001,0.073726292
1,33000001,-0.116943875
1,33050001,0.008216338
1,33100001,0.251227584
1,33150001,-0.024055361
1,33200001,-0.074254594
1,33250001,-0.038295359
1,33300001,0.119927091
1,33350001,-0.138812132
1,33400001,0.192752532
1,33450001,0.045748133
1,33500001,0.080346795
1,33550001,-0.009135324
1,33600001,0.202951012
1,33650001,-0.087929753
1,33700001,-0.027581862
1,33750001,-0.031024459
1,33850001,-0.126714274
1,33900001,-0.034966766
1,33950001,0.048588828
1,34000001,0.030436886
1,34050001,-0.071476794
1,34100001,-0.208751157
1,34150001,-0.049955534
1,34200001,-0.043743754
1,34250001,-0.040708585
1,34300001,0.026178231
1,34350001,0.083643119
1,34400001,-0.016959429
1,34450001,-0.122777934
1,34500001,-0.04956037
1,34550001,-0.170237524
1,34600001,0.129826876
1,34650001,-0.064985284
1,34700001,0.00223175
1,34750001,0.046058415
1,34800001,0.160932523
1,34850001,0.111845161
1,34900001,0.024480456
1,34950001,-0.066990223
1,35000001,-0.007353392
1,35050001,-0.081549961
1,35100001,0.151232981
1,35150001,-0.0161496
1,35200001,-0.174478399
1,35250001,-0.094444912
1,35300001,-0.058248891
1,35350001,0.174105991
1,35400001,0.283794895
1,35450001,0.193574774
1,35500001,-0.036128552
1,35550001,0.164755351
1,35600001,0.019833468
1,35650001,-0.301299724
1,35700001,-0.019247528
1,35750001,-0.110413398
1,35800001,0.020831135
1,35850001,-0.173888378
1,35900001,0.049687674
1,35950001,0.083901549
1,36000001,0.144847404
1,36050001,0.097921301
1,36100001,-0.230821763
1,36150001,0.041673025
1,36200001,0.015462761
1,36250001,0.022844094
1,36300001,-0.002928643
1,36350001,-0.103783614
1,36400001,0.143152198
1,36450001,0.01992343
1,36500001,0.137449543
1,36550001,0.013887561
1,36600001,-0.086550686
1,36650001,-0.016858486
1,36700001,0.027060779
1,36750001,-0.160757042
1,36800001,-0.079101128
1,36850001,-0.182852373
1,36900001,-0.086523435
1,36950001,-0.179885251
1,37000001,0.017368195
1,37050001,-0.127826962
1,37100001,-0.060661372
1,37150001,-0.007244771
1,37200001,-0.017614348
1,37250001,0.107088176
1,37300001,0.06789613
1,37350001,-0.07200533
1,37400001,-0.048482735
1,37450001,-0.041806412
1,37500001,0.124382443
1,37550001,-0.02089122
1,37600001,0.065131933
1,37650001,-0.183416139
1,37700001,0.030573377
1,37750001,-0.022398506
1,37800001,-0.079614166
1,37850001,0.032877557
1,37900001,0.147427102
1,37950001,0.098918248
1,38000001,0.059011289
1,38050001,0.047871414
1,38100001,-0.055021605
1,38150001,-0.135594814
1,38200001,-0.035171403
1,38250001,-0.105201002
1,38300001,-0.076507433
1,38350001,0.295070319
1,38400001,0.082893603
1,38450001,-0.086830844
1,38500001,0.117485061
1,38550001,0.036973571
1,38600001,-0.147711491
1,38700001,-0.110038663
1,38750001,-0.004832627
1,38800001,0.075183087
1,38850001,0.180896213
1,38900001,-0.120533276
1,38950001,0.062558749
1,39000001,-0.104709536
1,39050001,-0.177791095
1,39100001,-0.066085088
1,39150001,0.080350801
1,39200001,0.064442366
1,39250001,-0.007627751
1,39300001,-0.019959191
1,39350001,-0.166644125
1,39400001,-0.038571458
1,39450001,0.05016817
1,39500001,-0.133326786
1,39550001,-0.033516873
1,39600001,-0.086176251
1,39650001,0.029441223
1,39700001,0.171134442
1,39800001,-0.032598453
1,39850001,-0.056939012
1,39900001,-0.24031923
1,39950001,0.03658735
1,40000001,0.059277723
1,40050001,0.057223817
1,40100001,0.007774484
1,40150001,0.010363882
1,40200001,-0.085584712
1,40250001,-0.089941273
1,40300001,0.047523742
1,40350001,0.043963299
1,40400001,0.027902899
1,40450001,-0.153970295
1,40500001,-0.130177917
1,40550001,-0.016263379
1,40600001,-0.074224441
1,40650001,-0.065691137
1,40700001,-0.163328178
1,40750001,-0.133933254
1,40800001,-0.109767005
1,40850001,-0.089351996
1,40900001,0.104235762
1,40950001,0.125893838
1,41000001,-0.00180424
1,41050001,0.054162523
1,41100001,0.096039955
1,41150001,0.136748579
1,41200001,0.278134871
1,41250001,-0.133018009
1,41300001,-0.07850997
1,41350001,-0.017149734
1,41400001,-0.015140488
1,41450001,0.185011044
1,41500001,0.046043181
1,41550001,-0.139563187
1,41600001,-0.027661965
1,41650001,0.017464467
1,41700001,-0.013445753
1,41750001,0.148286514
1,41800001,0.118053758
1,41850001,-0.05701067
1,41900001,0.081409963
1,41950001,0.180572889
1,42000001,-0.038327034
1,42050001,0.054471498
1,42100001,0.245820218
1,42150001,-0.020108681
1,42200001,-0.00346363
1,42250001,-0.13451574
1,42300001,0.113520977
1,42350001,0.019256204
1,42400001,0.135330322
1,42450001,-0.065076748
1,42500001,0.102097061
1,42550001,0.058622408
1,42600001,-0.187485256
1,42650001,-0.02602617
1,42700001,0.016549604
1,42750001,-0.044544994
1,42800001,0.095491364
1,42850001,0.056416843
1,42900001,0.13478922
1,42950001,0.045574823
1,43000001,0.070715139
1,43050001,0.168282676
1,43100001,0.066062981
1,43150001,-0.116669135
1,43200001,0.214624478
1,43250001,0.006441715
1,43300001,-0.0339247
1,43350001,-0.049365378
1,43400001,-0.039600422
1,43450001,0.015580546
1,43500001,0.062761296
1,43550001,0.158349062
1,43600001,0.013005897
1,43650001,-0.031362089
1,43700001,0.037804155
1,43750001,0.113431636
1,43800001,-0.008209758
1,43850001,-0.091577674
1,43900001,-0.002506055
1,43950001,0.210594851
1,44000001,0.127067596
1,44050001,-0.000422196
1,44100001,-0.123166933
1,44150001,-0.126505199
1,44200001,-0.112680418
1,44250001,0.187666459
1,44300001,0.053787848
1,44350001,0.08498378
1,44400001,0.101316783
1,44450001,0.073455336
1,44500001,0.094179552
1,44550001,-0.114910097
1,44600001,-0.018506748
1,44650001,-0.100048882
1,44700001,-0.014234318
1,44750001,-0.013056895
1,44800001,-0.122641166
1,44850001,0.019735615
1,44900001,0.040969724
1,44950001,-0.109706979
1,45000001,0.007939934
1,45050001,0.08279549
1,45100001,0.077641468
1,45150001,0.047430981
1,45200001,0.091103677
1,45250001,0.123127189
1,45300001,-0.034594148
1,45350001,-0.13898255
1,45400001,0.128212122
1,45450001,0.057521407
1,45500001,0.11246478
1,45550001,0.025505908
1,45600001,-0.141310645
1,45650001,-0.055955086
1,45700001,-0.047768036
1,45750001,-0.063048938
1,45800001,0.01114526
1,45850001,0.227562539
1,45900001,0.073145049
1,45950001,0.089383881
1,46000001,0.039726423
1,46050001,-0.024873298
1,46100001,0.083996791
1,46150001,-0.147104767
1,46200001,0.082031478
1,46250001,0.124515511
1,46300001,-0.010497786
1,46350001,0.013516545
1,46400001,0.130407371
1,46450001,-0.070772881
1,46500001,0.249044028
1,46550001,0.122846682
1,46600001,0.093694594
1,46650001,0.109434331
1,46700001,0.058843313
1,46750001,0.064483337
1,46800001,0.15640902
1,46900001,-0.024161923
1,46950001,0.219888859
1,47000001,-0.07942195
1,47150001,0.036216752
1,47200001,0.119964149
1,47250001,0.030842775
1,47300001,0.165598843
1,47350001,-0.0394345
1,47400001,-0.157607604
1,47450001,-0.159989481
1,47500001,-0.21779539
1,47550001,-0.046412741
1,47600001,-0.112199247
1,47650001,-0.012877112
1,47700001,-0.026337403
1,47750001,0.048961476
1,47800001,-0.063198788
1,47850001,0.130406799
1,47900001,-0.030281704
1,47950001,0.033328723
1,48000001,-0.002169176
1,48050001,-0.095078711
1,48100001,0.253719497
1,48150001,-0.157585891
1,48200001,-0.104439054
1,48250001,-0.044993754
1,48300001,0.007077837
1,48350001,-0.10583569
1,48400001,-0.376219251
1,48450001,-0.142605522
1,48500001,0.108249651
1,48550001,-0.023478526
1,48600001,-0.107544799
1,48650001,-0.002660957
1,48700001,-0.002237102
1,48750001,0.026826828
1,48800001,-0.103127122
1,48850001,-0.188266575
1,48900001,-0.146180037
1,48950001,-0.051500698
1,49000001,0.165986682
1,49050001,0.00694475
1,49100001,0.025495623
1,49150001,-0.244753003
1,49200001,0.066887607
1,49250001,-0.018711295
1,49300001,0.016601993
1,49350001,0.026955736
1,49400001,0.101316968
1,49450001,-0.055693629
1,49500001,0.168816712
1,49550001,0.034678612
1,49600001,0.103022722
1,49650001,-0.112995075
1,49700001,0.146290239
1,49750001,0.01019707
1,49800001,0.068780486
1,49850001,-0.006327037
1,49900001,-0.131485743
1,49950001,0.168025879
1,50050001,0.258374708
1,50100001,-0.032512333
1,50150001,0.072367758
1,50200001,0.125182367
1,50250001,-0.111364032
1,50300001,-0.057782992
1,50350001,-0.07030537
1,50400001,0.045208651
1,50450001,-0.011322007
1,50500001,0.046620788
1,50550001,0.040895648
1,50600001,0.076034764
1,50650001,-0.031944801
1,50700001,0.075868465
1,50750001,0.114463301
1,50800001,0.022754416
1,50850001,-0.038375088
1,50900001,-0.139052346
1,50950001,0.071095096
1,51000001,0.099395853
1,51050001,0.167668356
1,51100001,-0.005989329
1,51150001,0.078259456
1,51200001,0.036046611
1,51250001,-1.89E-05
1,51300001,-0.053550113
1,51350001,0.217641167
1,51400001,-0.215973452
1,51450001,0.145699284
1,51500001,-0.059844621
1,51550001,0.062602787
1,51600001,-0.039429055
1,51650001,0.105898021
1,51700001,-0.0995368
1,51750001,0.025412148
1,51800001,0.14037451
1,51850001,-0.018810474
1,51900001,0.006981268
1,51950001,0.004643872
1,52000001,-0.102189431
1,52050001,-0.004770958
1,52100001,0.043351412
1,52150001,-0.008561954
1,52200001,-0.028440578
1,52250001,0.237726226
1,52300001,-0.001479027
1,52350001,0.065770262
1,52400001,0.03741197
1,52450001,-0.075443143
1,52500001,0.098402577
1,52550001,0.007304457
1,52600001,-0.001739442
1,52650001,-0.010207967
1,52700001,0.087042195
1,52750001,-0.098217918
1,52800001,0.059312091
1,52850001,-0.176614272
1,52900001,0.027024316
1,53000001,-0.155319091
1,53050001,-0.117461545
1,53100001,-0.127202299
1,53150001,-0.169276459
1,53200001,0.122458485
1,53250001,-0.025595798
1,53300001,0.009917762
1,53350001,-0.071169606
1,53400001,0.043663955
1,53450001,-0.049798912
1,53500001,-0.025832881
1,53550001,-0.207875967
1,53600001,0.067706699
1,53650001,-0.155026431
1,53700001,-0.084944247
1,53750001,0.178401751
1,53800001,0.14225306
1,53850001,-0.108098678
1,53900001,0.093314909
1,53950001,0.005996094
1,54000001,0.032002975
1,54050001,0.125976923
1,54100001,-0.142624173
1,54150001,-0.046701302
1,54200001,-0.106255388
1,54250001,-0.01168493
1,54300001,-0.003232927
1,54350001,-0.112616461
1,54400001,0.034448369
1,54450001,0.024665301
1,54500001,-0.001163869
1,54550001,-0.215798178
1,54600001,-0.116993909
1,54650001,-0.038450971
1,54700001,-0.050871911
1,54750001,0.091363475
1,54800001,0.06973661
1,54850001,0.161706494
1,54950001,-0.095645007
1,55000001,0.039580532
1,55050001,-0.151116733
1,55100001,0.138851481
1,55150001,-0.041835187
1,55200001,0.100781779
1,55250001,0.041605881
1,55300001,0.210996647
1,55400001,0.057107578
1,55450001,-0.027535208
1,55500001,0.117300952
1,55550001,0.096074746
1,55600001,-0.142669775
1,55650001,-0.011074424
1,55700001,0.016597109
1,55750001,-0.133888305
1,55800001,0.076728629
1,55850001,0.050194699
1,55900001,0.084255653
1,55950001,-0.034194634
1,56000001,-0.010525653
1,56050001,0.163183762
1,56100001,0.168515659
1,56150001,-0.140869282
1,56200001,-0.053876762
1,56250001,-0.016096551
1,56300001,0.047209542
1,56350001,-0.043354758
1,56400001,0.145929389
1,56450001,-0.118296631
1,56500001,-0.139695322
1,56550001,-0.002946401
1,56600001,0.258682509
1,56650001,0.135861389
1,56700001,0.071789675
1,56750001,0.09368446
1,56800001,-0.064361247
1,56850001,0.179016803
1,56900001,-0.049128113
1,56950001,0.013824832
1,57000001,-0.126619616
1,57050001,-0.140172838
1,57100001,-0.203574074
1,57150001,-0.040826961
1,57200001,0.059317967
1,57250001,0.081513702
1,57300001,-0.063540933
1,57350001,0.05872257
1,57400001,0.055983799
1,57450001,0.170412297
1,57500001,-0.094883128
1,57550001,-0.160495003
1,57600001,-0.260239371
1,57650001,0.114920661
1,57700001,-0.038414173
1,57750001,-0.064842986
1,57800001,0.128231297
1,57850001,0.036412408
1,57900001,-0.192426549
1,57950001,0.096676563
1,58000001,-0.176517545
1,58050001,-0.144663105
1,58100001,0.058254844
1,58150001,-0.068371537
1,58200001,-0.036933045
1,58250001,-0.335909873
1,58300001,-0.007796229
1,58350001,0.108679971
1,58400001,-0.088283425
1,58450001,-0.095036322
1,58500001,-0.019182853
1,58550001,-0.093195701
1,58600001,-0.081712373
1,58650001,0.084280962
1,58700001,0.010656176
1,58750001,-0.191945278
1,58800001,-0.033531151
1,58850001,0.003749865
1,58900001,0.054900524
1,59000001,-0.061050833
1,59050001,-0.100354175
1,59100001,0.18097587
1,59150001,0.032448467
1,59200001,-0.025395327
1,59250001,0.100327258
1,59300001,0.015464555
