coordinate,copynumber
19900000,-0.219270419
19950000,-0.110468897
20000000,-0.197957722
20050000,-0.18250795
20100000,0.033385192
20150000,-0.153784537
20200000,-0.062158557
20250000,-0.053976473
20300000,-0.195495302
20350000,-0.319687691
20400000,-0.287286106
20450000,-0.101564759
20500000,-0.199052604
20550000,-0.273825
20600000,-0.16229039
20650000,-0.1889936
20700000,0.042061288
20750000,-0.049367284
20800000,-0.079965579
20850000,-0.096215663
20900000,-0.200323947
20950000,-0.15286905
21000000,-0.198352055
21050000,-0.194448154
21100000,-0.187058465
21150000,-0.19418843
21200000,-0.10250991
21250000,-0.096303489
21300000,-0.263088551
21350000,-0.185161175
21400000,-0.047628028
21450000,-0.039765911
21500000,-0.251355077
21550000,-0.026404678
21600000,-0.242190659
21650000,-0.3270629
21700000,-0.053241285
21750000,-0.1412631
21800000,0.03118109
21850000,-0.15158811
21900000,-0.123659173
21950000,-0.135969908
22000000,-0.266103438
22050000,-0.308367761
22100000,-0.275594159
22150000,0.012671797
22200000,-0.271036508
22250000,-0.257857173
22300000,-0.499391244
22350000,-0.235758923
22400000,-0.395064657
22450000,-0.266048371
22500000,-0.136998136
22550000,-0.188586411
22600000,0.046685353
22650000,-0.221031316
22700000,-0.297862193
22750000,-0.104665726
22800000,-0.291864839
22850000,-0.218475239
22900000,0.029129171
22950000,-0.131716644
23000000,-0.00448268
23050000,-0.427876405
23100000,-0.281506972
23150000,-0.267384839
23200000,-0.237505701
23250000,-0.028312647
23300000,-0.317618403
23350000,-0.210732873
23400000,-0.012799647
23450000,-0.226780253
23500000,-0.190228066
23550000,-0.261477561
23600000,0.013154694
23650000,-0.070494672
23700000,-0.227937512
23750000,-0.074001146
23800000,-0.272910383
23850000,-0.169035493
23900000,-0.314393613
23950000,-0.236142167
24000000,0.016861138
24050000,-0.342541601
24100000,-0.876906795
24150000,-1.038588881
24200000,-0.805588561
24250000,-0.97142896
24300000,-0.861195626
24350000,-1.387300052
24400000,-0.987005114
24450000,-0.808480726
24500000,-1.163029931
24550000,-0.982940852
24600000,-0.906991999
24650000,-1.087033485
24700000,-0.816845616
24750000,-0.970384853
24800000,-0.922892122
24900000,-1.102945052
24950000,-0.969974516
25000000,-1.058631148
25050000,-1.020274985
25100000,-0.868325229
25150000,-0.852138026
25200000,-1.040487409
25250000,-0.494172191
25300000,-0.836434454
25350000,-0.856912301
25400000,-1.12636815
25450000,-1.422570834
25500000,-0.791820509
25550000,-1.074330231
25600000,-1.088057558
25650000,-0.835799966
25700000,-0.904405229
25750000,-1.10418286
25800000,-0.920774911
25850000,-0.989630218
25900000,-1.010199893
25950000,-1.168678955
26000000,-1.01404001
26050000,-0.85095347
26100000,-0.969867291
26150000,-1.062755962
26200000,-0.91306364
26250000,-1.135928895
26300000,-0.742836874
26350000,-0.80258443
26400000,-0.914456412
26450000,-0.958494144
26500000,-0.840882997
26550000,-0.872266049
26600000,-0.817435161
26650000,-0.943921343
26700000,-0.844911004
26750000,-1.06348198
26800000,-0.936129328
26850000,-0.807253602
26900000,-1.041765268
26950000,-1.045591246
27000000,-1.090670119
27050000,-1.025991434
27100000,-0.88588371
27150000,-0.864740876
27200000,-0.949987812
27250000,-0.771923886
27300000,-1.060293946
27350000,-0.796884848
27400000,-1.026404678
27450000,-1.07590511
27500000,-1.00935146
27550000,-0.928652167
27600000,-0.899676669
27650000,-0.65061503
27700000,-0.739440576
27750000,-0.95700518
27800000,-0.865066793
27850000,-0.8805509
27950000,-0.90783254
28000000,-1.013714453
28050000,-0.880441927
28100000,-0.62953837
28150000,-1.039765911
28200000,-0.941774731
28250000,-0.844932178
28300000,-1.013013029
28350000,-0.942661241
28450000,-1.073996646
28500000,-0.866792319
28550000,-1.19218708
28600000,-0.817884802
28650000,-0.967270798
28700000,-0.925800142
28750000,-1.004928948
28800000,-1.047604933
28850000,-0.885756392
28900000,-1.074794194
28950000,-0.89586671
29000000,-1.173310877
29050000,-0.892713022
29100000,-0.835840982
29150000,-0.930337487
29200000,-1.347777408
29250000,-0.96853934
29300000,-1.005105256
29350000,-0.847648882
29400000,-1.125678137
29450000,-0.875440401
29500000,-0.787324561
29550000,-1.073383395
29600000,-1.119267077
29650000,-0.954104364
29700000,-0.93738939
29750000,-1.138979201
29800000,-1.122768302
29850000,-1.030208601
29900000,-1.313068864
29950000,-1.042881851
30000000,-1.315254121
30050000,-1.018713339
30100000,-1.252514526
30150000,-0.930054244
30200000,-1.00991252
30250000,-1.046830904
30300000,-0.890860997
30350000,-0.852471399
30400000,-1.136557716
30450000,-0.930703337
30500000,-0.887573422
30550000,-0.886783794
30600000,-1.051441102
30650000,-0.82186088
30700000,-1.079960434
30750000,-0.967064049
30800000,-1.240662859
30850000,-0.83314477
30900000,-0.67472924
30950000,-0.885347141
31000000,-1.124029366
31050000,-1.189300013
31100000,-0.708291359
31150000,-1.266375629
31200000,-0.959988843
31250000,-0.731938526
31300000,-0.996070178
31350000,-0.929401135
31400000,-0.787808265
31450000,-0.991140769
31500000,-1.22430184
31550000,-0.790540164
31600000,-0.938898246
31650000,-0.735014421
31700000,-1.17022148
31750000,-1.024459062
31800000,-1.094885859
31900000,-0.995695397
31950000,-0.948596449
32000000,-1.18428075
32050000,-1.104959749
32100000,-1.154181603
32150000,-0.907266862
32200000,-0.898502041
32250000,-1.116432433
32300000,-1.088773208
32350000,-0.976739025
32400000,-0.92813558
32450000,-0.92622529
32500000,-1.288825177
32550000,-1.183909455
32600000,-0.915121745
32650000,-0.701141079
32700000,-1.060460477
32750000,-0.678630483
32800000,-0.798120245
32850000,-0.948465764
32900000,-1.345385547
32950000,-0.876973126
33000000,-1.095035667
33050000,-0.825325075
33100000,-1.117497889
33150000,-0.859254389
33200000,-1.103042238
33250000,-1.110701405
33300000,-1.004991165
33350000,-0.973317766
33400000,-0.854657473
33450000,-0.860897571
33500000,-1.02143592
33550000,-0.92156691
33600000,-1.065742894
33650000,-1.183281311
33700000,-0.780239314
33750000,-0.75555874
33800000,-0.849134248
33850000,-0.785536973
33900000,-1.337338936
33950000,-0.640935197
34000000,-0.873787677
34050000,-0.839243813
34100000,-1.1739029
34150000,-0.853227637
34200000,-1.050291762
34250000,-0.91457301
34300000,-0.962988558
34350000,-0.814850898
34400000,-0.944213373
34450000,-1.005529206
34500000,-0.778553549
34550000,-0.960775584
34600000,-0.833406136
34650000,-1.246901231
34700000,-1.041654306
34750000,-1.123996302
34800000,-0.882533214
34850000,-0.798486166
34900000,-1.211239371
34950000,-0.616171995
35000000,-1.00886353
35050000,-1.049158748
35100000,-0.978374764
35150000,-0.91220584
35200000,-0.718894255
35250000,-0.633710249
35300000,-0.801587422
35350000,-0.938085124
35400000,-0.986502129
35450000,-0.779024271
35500000,-0.814773737
35550000,-0.864526772
35600000,-1.048571379
35650000,-0.904899812
35700000,-1.024986296
35750000,-0.883767746
35850000,-0.892132516
35900000,-0.995688751
35950000,-0.705176575
36000000,-0.934302497
36050000,-1.342652835
36100000,-1.029757401
36150000,-1.105398714
36200000,-0.862627222
36250000,-0.7618017
36300000,-0.886623639
36350000,-0.909514227
36400000,-0.985073833
36450000,-0.8899083
36500000,-0.98781029
36550000,-1.018641982
36600000,-1.133821145
36650000,-0.868351692
36700000,-0.810398804
36750000,-0.874103212
36800000,-1.294194667
36850000,-0.953500183
36900000,-0.926290923
36950000,-1.191270716
37000000,-0.802949628
37050000,-0.85537083
37100000,-1.138971737
37150000,-0.822151102
37200000,-0.824398109
37250000,-0.937911072
37300000,-1.079280442
37350000,-0.937642288
37400000,-1.036472002
37450000,-0.878826697
37500000,-1.107497095
37550000,-1.043265182
37600000,-0.847261322
37650000,-1.054896283
37700000,-0.932427663
37750000,-0.910668878
37800000,-1.164540667
37850000,-0.793651292
37900000,-0.949938995
37950000,-0.96853934
38000000,-0.762814907
38050000,-1.02860654
38100000,-0.665490427
38150000,-1.117543612
38200000,-1.200592886
38250000,-1.076562373
38300000,-1.102778954
38350000,-0.730247044
38400000,-0.859695212
38450000,-1.019153791
38500000,-0.861336507
38550000,-1.187459196
38600000,-0.862246549
38650000,-1.141082597
38700000,-0.95374956
38750000,-0.95470776
38800000,-0.882922011
38850000,-0.953868568
38900000,-1.311308133
38950000,-0.854461421
39000000,-0.882414441
39050000,-0.936455049
39100000,-0.85428175
39150000,-1.123684374
39200000,-1.217979926
39250000,-1.214890529
39300000,-0.9335153
39350000,-1.041362058
39400000,-0.889391198
39450000,-0.717729829
39500000,-1.235974832
39550000,-0.86084322
39600000,-0.959714803
39650000,-1.200592886
39700000,-0.993583574
39750000,-0.88907832
39800000,-0.741761966
39850000,-0.89783173
39900000,-1.124545553
39950000,-0.890870962
40000000,-0.793339208
40050000,-0.878826697
40100000,-0.89472229
40150000,-1.045638642
40200000,-1.083497774
40250000,-0.994723982
40300000,-1.272941957
40350000,-1.21713877
40400000,-0.961083535
40450000,-1.15719623
40500000,-0.878102283
40550000,-0.592528317
40600000,-1.275929853
40650000,-1.212268223
40700000,-0.970087609
40750000,-0.928702603
40800000,-0.856921081
40850000,-1.033915962
40900000,-1.052079524
40950000,-0.981542939
41000000,-0.999834952
41050000,-0.839283181
41100000,-0.751671221
41150000,-1.031928259
41200000,-1.036566525
41250000,-1.044302173
41300000,-1.20265759
41350000,-0.967808165
41400000,-0.903098279
41450000,-0.871795093
41500000,-1.06348198
41550000,-0.899689509
41600000,-0.883021266
41650000,-0.865946839
41700000,-1.145917736
41750000,-1.048658137
41800000,-0.971040358
41850000,-1.006220506
41900000,-0.823769505
41950000,-0.016257056
42000000,-0.484180781
42050000,-0.068484417
42100000,-0.175406517
42150000,-0.265674981
42200000,-0.072876807
42250000,0.006671718
42300000,-0.07790827
42350000,-0.224129378
42400000,-0.141388762
42450000,-0.046197718
42500000,-0.069472197
42550000,-0.205989482
42600000,-0.322431452
42650000,-0.245889897
42700000,-0.153126847
42750000,-0.183918016
42800000,-0.090616179
42850000,-0.202909733
42900000,-0.087785813
42950000,-0.320399247
43000000,-0.147987601
43050000,-0.264096008
43100000,-0.047387226
43150000,-0.269985687
43200000,-0.024785797
43250000,-0.026379799
43300000,-0.273725569
43350000,-0.28618093
43400000,-0.235875245
43450000,-0.059704013
43500000,-0.053949936
43550000,0.110659249
43600000,-0.176493342
43650000,-0.026935196
43700000,-0.032475551
43750000,-0.279990063
43800000,-0.168872548
43850000,-0.163502834
43900000,-0.054556937
43950000,-0.246119242
44000000,-0.232033075
44050000,0.057710413
44100000,-0.275455355
44150000,0.001375731
44200000,-0.046880807
44250000,-0.044194719
44300000,-0.05537732
44350000,-0.165401055
44400000,-0.159359174
44450000,0.024549316
44500000,0.024528347
44550000,-0.209734817
44600000,0.034926906
44650000,-0.090685244
44700000,-0.291510178
44750000,-0.143044639
44800000,-0.176544906
44850000,-0.113597798
44900000,-0.145596364
44950000,-0.074227973
45000000,0.054609801
45050000,-0.05910078
45100000,-0.011158235
45150000,-0.131227368
45200000,-0.197834752
45250000,-0.149485598
45300000,-0.048388038
45350000,-0.281789313
45400000,0.093226121
45450000,-0.315091888
45500000,-0.073651812
45550000,-0.165683913
45600000,-0.149886371
45650000,-0.022484018
45700000,-0.088037434
45750000,-0.085929417
45800000,0.05638498
45850000,-0.211189841
45900000,-0.298464295
45950000,-0.184359263
46000000,-0.230766249
46050000,-0.067287519
46100000,-0.301778801
46150000,0.487481521
46200000,0.564359502
46250000,0.609948001
46300000,0.594841268
46350000,0.600086043
46400000,0.766065925
46450000,0.564106303
46500000,0.567267769
46550000,0.544395314
46600000,0.622759118
46650000,0.446230934
46700000,0.587486974
46750000,0.734152352
46800000,0.674859787
46850000,0.684813701
46900000,0.706874722
46950000,0.58069437
47000000,0.620397192
47050000,0.55900386
47100000,0.408232764
47150000,0.623206556
47200000,0.641367688
47250000,0.706280905
47300000,0.572336388
47400000,0.433816162
47450000,0.444898156
47500000,0.579685784
47550000,0.605644203
47600000,0.404089354
47650000,0.386774854
47700000,0.363989649
47750000,0.47033372
47800000,0.275002076
47850000,0.629362368
47900000,0.599352365
47950000,0.458716074
48000000,0.457947823
48050000,0.421400982
48100000,0.44739187
48150000,0.4437272
48200000,0.57071431
48250000,0.456624562
48350000,0.613828809
48400000,0.377590071
48550000,0.602264806
48650000,0.315226944
48700000,0.49012763
48750000,0.455257285
48800000,0.221852699
48850000,0.257013527
48950000,0.259548519
49000000,0.295105639
49900000,-0.227255372
49950000,-0.093484169
50200000,-0.420779361
50250000,-0.25513172
50300000,-0.55805044
50350000,-0.49124125
54850000,-0.682083055
55150000,-0.339687989
55250000,-0.590096691
55300000,-0.565113839
55350000,-0.544012807
55400000,-0.435312484
55450000,-0.660701037
55500000,-0.582215771
55550000,-0.470329229
55600000,-0.660291422
55650000,-0.889554517
55700000,-0.65842814
55750000,-0.455524908
55800000,-0.516472757
55850000,-0.568176035
55950000,-0.804002441
56000000,-0.449875708
56050000,-0.484910004
56100000,-0.622865597
56150000,-0.685605239
56200000,-0.536018316
56250000,-0.51485017
56300000,-0.723507959
56350000,-0.737970934
56400000,-0.698400228
56450000,-0.715506327
56500000,-0.630619162
56550000,-0.405785823
56600000,-0.486615072
56650000,-0.60046741
56700000,-0.506133506
56750000,-0.303561488
56800000,-0.513252851
56850000,-0.786130097
56900000,-0.944968633
57000000,-0.629097269
57050000,-0.456699211
57100000,-0.594879913
57150000,-0.604659645
57200000,-0.619668125
57250000,-0.812899959
57300000,-0.611757163
57350000,-0.545211522
57400000,-0.504580919
57450000,-0.488546771
57500000,-0.893554981
57550000,-0.648083131
57600000,-0.525544119
57650000,-0.537247407
57700000,-0.700102539
57750000,-0.617142161
57800000,-0.916926111
57850000,-0.564873948
57900000,-0.583117638
57950000,-0.601513704
58000000,-0.676012943
58050000,-0.78726637
58100000,-0.921167813
58150000,-0.692453946
58200000,-0.541287529
58250000,-0.845836343
58300000,-0.706364457
58350000,-0.373860362
58400000,-0.708291359
58450000,-0.600091566
58500000,-0.608229726
58550000,-0.710821393
58600000,-0.67472924
58650000,-0.726089687
58700000,-0.786446799
58750000,-0.813417804
58800000,-0.633558764
58850000,-0.761041028
58900000,-0.418592643
58950000,-0.530262495
59000000,-0.409912078
59050000,-0.674684037
59150000,-0.550106154
59200000,-0.554521124
59250000,-0.652458494
59300000,-0.5846756
59350000,-0.359297916
59400000,-0.451551848
59450000,-0.413535476
59500000,-0.578323845
59550000,-0.752377343
59600000,-0.68175052
59650000,-0.721569213
59700000,-0.768749234
59750000,-0.64028775
59800000,-0.758507785
59850000,-0.53647298
59900000,-0.633971899
59950000,-0.652173647
60000000,-0.700331607
60050000,-0.705112025
60100000,-0.561839651
60150000,-0.632386843
60200000,-0.6587807
60250000,-0.585615801
60300000,-0.410214837
60350000,-0.887946965
60400000,-0.617073135
60450000,-0.911820615
60500000,-0.473958067
60550000,-0.91986943
60600000,-0.707711986
60650000,-0.696993524
60700000,-0.887557064
60750000,-0.644802689
60800000,-0.669448582
60850000,-0.584560188
60900000,-0.771118596
60950000,-0.76423573
61000000,-0.635366556
61050000,-0.731067701
61100000,-0.754407891
61150000,-0.740031425
61200000,-0.696959975
61300000,-0.628321909
61350000,-0.530198043
61400000,-0.723130973
61450000,-0.804157876
61500000,-0.470068819
61550000,-0.780592269
61600000,-0.766277538
61650000,-0.488765581
61700000,-0.642585599
61750000,-0.668230534
61800000,-0.362992993
61850000,-0.819438105
61900000,-0.468965498
61950000,-0.809884216
62000000,-0.914743518
62050000,-0.547599627
62100000,-0.926844375
62150000,-0.643029903
62200000,-0.61921485
62250000,-0.816890389
62300000,-0.74370928
62350000,-0.736443128
62400000,-0.616243063
62450000,-0.617132039
62500000,-0.46016778
62550000,-0.593317386
62600000,-0.897167662
62650000,-0.636930673
62700000,-0.751693839
62750000,-0.531012218
62800000,-0.693178811
62850000,-0.735236056
62900000,-0.701710516
62950000,-1.005163293
63000000,-0.686811459
63050000,-0.608152033
63200000,-0.579136623
63250000,-0.612017965
63300000,-0.677993423
63400000,-0.651033676
63500000,-0.746344984
63550000,-0.724128256
63600000,-1.003029672
63650000,-0.796704987
63700000,-0.75072867
63750000,-0.806024954
63800000,-0.574734248
63850000,-0.820966987
63900000,-0.661053609
63950000,-0.60104125
64000000,-0.399809843
64050000,-0.678553259
64100000,-0.760311877
64150000,-0.573746062
64250000,-0.729861703
64300000,-0.446535
64350000,-0.592120575
64400000,-0.613749551
64450000,-0.597427975
64500000,-0.652991849
64550000,-0.737476585
64600000,-0.547685922
64650000,-0.584185309
64700000,-0.684279918
64750000,-0.645649456
64800000,-0.706852601
64850000,-0.305104144
64900000,-0.823559782
64950000,-0.593333191
65000000,-0.751751199
65050000,-0.893411772
65150000,-0.475726901
65200000,-0.838236662
65250000,-0.527636953
65300000,-0.913673744
65350000,-0.725799265
65400000,-0.638848866
65450000,-0.898681687
65500000,-0.746002727
65550000,-0.853296215
65600000,-0.509900694
65650000,-0.57161788
65700000,-0.786458952
65750000,-0.620485445
65800000,-0.708879582
65850000,-0.835018405
65900000,-0.811469129
65950000,-0.622617182
66000000,-0.542901699
66050000,-0.694526185
66100000,-0.603322314
66150000,-0.696712976
66200000,-0.826552209
66250000,-0.635423414
66300000,-0.594328522
66350000,-0.834816234
66400000,-0.506813846
66450000,-0.585116132
66500000,-0.57900955
66550000,-0.831886523
66600000,-0.866882116
66650000,-0.696223164
66700000,-0.674545337
66750000,-0.850454248
66800000,-0.552799899
66850000,-0.474746111
66900000,-0.667158224
66950000,-0.758266455
67000000,-0.829339132
67050000,-0.763628785
67100000,-0.410970215
67150000,-0.66995159
67200000,-0.568116843
67250000,-0.788109737
67300000,-0.701753674
67350000,-0.90380308
67400000,-0.58777535
67450000,-0.570797718
67500000,-0.33633351
67550000,-0.732265713
67600000,-0.551859951
67650000,-0.580242323
67700000,-0.491510569
67800000,-0.191471797
68050000,-0.699556174
68100000,-0.651789795
68150000,-0.731135805
68200000,-0.690866385
68250000,-0.726207794
68300000,-0.494278391
68350000,-0.383151137
68400000,-0.482908747
68450000,-0.403876945
68500000,-0.655318357
68550000,-0.508985919
68600000,-0.447336645
68700000,-0.566108625
68750000,-0.388388379
68800000,-0.541456129
68850000,-0.588023336
68900000,-0.480185734
68950000,-0.310704178
69000000,-0.214449493
69050000,-0.530632958
69100000,-0.454674659
69150000,-0.547537271
69200000,-0.609962254
69250000,-0.405548375
69300000,-0.400779715
69350000,-0.792014861
69400000,-0.76954165
69450000,-0.579649456
69500000,-0.459156368
69550000,-0.74452869
69600000,-0.649274014
69650000,-0.393621528
69700000,-0.296772036
69750000,-0.668402793
69800000,-0.319142423
69850000,-0.594735385
69900000,-0.522136268
69950000,-0.45375738
70000000,-0.253552761
70050000,-0.466318001
70100000,-0.344541255
70150000,-0.766788539
70200000,-0.324483616
70250000,-0.557733375
70300000,-0.411102755
70350000,-0.778430739
70400000,-0.501515351
70450000,-0.536006212
70500000,-0.412337159
70550000,-0.594239177
70600000,-0.366481124
70650000,-0.694229578
70700000,-0.553731128
70750000,-0.627412585
70800000,-0.498965154
70850000,-0.406425274
70900000,-0.531125052
70950000,-0.534814671
71000000,-0.629399583
71100000,-0.661917844
71150000,-0.520425427
71200000,-0.439460372
71250000,-0.521008872
71300000,-0.775546084
71350000,-0.552870744
71400000,-0.348159069
71450000,-0.536231417
71500000,-0.486730932
71550000,-0.442883204
71600000,-0.228851949
72000000,-0.510082706
72050000,-0.412008208
72100000,-0.639617905
72150000,-0.440801167
72200000,-0.238373218
72250000,-0.436389077
72300000,-0.479617949
72350000,-0.386865922
72400000,-0.444951411
72450000,-0.504128463
72500000,-0.572112863
72550000,-0.498108829
72600000,-0.44322553
72650000,-0.510765298
72700000,-0.499019326
72750000,-0.424611035
72800000,-0.396595359
72850000,-0.694823172
72900000,-0.450966104
72950000,-0.504773844
73000000,-0.436482606
73050000,-0.392349216
